object_id,trap_type,attractant_used,trap_id,latitude,longitude,address,town,state,county,trap_site,trap_set,set_time_day,trap_collected,collected_time_day,genus,species,life_stage,eggs_collected,larvae_collected,pupae_collected,females_collected,males_collected,unknown_collected,report_date
999,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/10/11 04:00:00+00,Morning,2016/10/13 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,0,0,2017/12/12 17:47:00+00
1000,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/04/25 04:00:00+00,Afternoon,2016/04/27 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,9,3,0,2017/12/04 20:04:00+00
1001,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/09/19 04:00:00+00,Morning,2016/09/21 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,11,0,0,2017/12/11 21:59:00+00
1002,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/06/20 04:00:00+00,Morning,2016/06/22 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,183,7,0,2017/12/05 19:21:00+00
1003,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/06/06 04:00:00+00,Morning,2016/06/08 04:00:00+00,Morning,Aedes,aegypti,Adult,No,No,No,4,0,0,2017/12/05 15:49:00+00
1004,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/10/03 04:00:00+00,Morning,2016/10/05 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/12 16:53:00+00
1005,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/07/25 04:00:00+00,Morning,2016/07/27 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/12/07 18:41:00+00
1006,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/05/02 04:00:00+00,Morning,2016/05/04 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,16,1,0,2017/12/04 20:06:00+00
1007,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/08 04:00:00+00,Morning,2016/08/10 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,3,0,0,2017/12/08 16:38:00+00
1008,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/09/26 04:00:00+00,Morning,2016/09/28 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,7,0,2017/12/12 15:42:00+00
1009,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/06/27 04:00:00+00,Morning,2016/06/29 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,75,2,0,2017/12/05 21:31:00+00
1010,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/05/16 04:00:00+00,Morning,2016/05/18 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,14,0,0,2017/12/04 20:07:00+00
1011,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/15 04:00:00+00,Morning,2016/08/17 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,2,0,0,2017/12/08 18:23:00+00
1012,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/07/05 04:00:00+00,Morning,2016/07/07 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,50,0,0,2017/12/06 15:41:00+00
1013,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/22 04:00:00+00,Morning,2016/08/24 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,0,0,2017/12/08 19:54:00+00
1014,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/22 04:00:00+00,Morning,2016/08/24 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,2,0,2017/12/08 19:54:00+00
1015,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/06/13 04:00:00+00,Morning,2016/06/15 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,54,3,0,2017/12/05 17:43:00+00
1016,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/09/19 04:00:00+00,Morning,2016/09/21 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,7,11,0,2017/12/11 21:59:00+00
1017,Gravid Trap,Hay or grass infusion,2A,38.914005,-77.057311,3000 R St. NW,Washington,DC,District of Columbia,Cemetery,2016/08/08 04:00:00+00,Morning,2016/08/10 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/08 16:38:00+00
1018,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/08/16 04:00:00+00,Morning,2016/08/18 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,9,0,0,2017/12/08 18:55:00+00
1019,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/10/11 04:00:00+00,Morning,2016/10/13 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,31,5,0,2017/12/12 18:07:00+00
1020,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/10/04 04:00:00+00,Morning,2016/10/06 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,27,8,0,2017/12/12 17:19:00+00
1021,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/04/26 04:00:00+00,Morning,2016/04/28 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,0,0,2017/12/01 20:04:00+00
1022,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/08/16 04:00:00+00,Morning,2016/08/18 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/08 18:55:00+00
1023,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/06/28 04:00:00+00,Morning,2016/06/30 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,20,5,0,2017/12/05 22:06:00+00
1024,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/08/09 04:00:00+00,Morning,2016/08/11 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,23,7,0,2017/12/08 17:33:00+00
1025,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/08/02 04:00:00+00,Morning,2016/08/04 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,0,0,2017/12/07 21:51:00+00
1026,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/06/07 04:00:00+00,Morning,2016/06/09 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,95,26,0,2017/12/05 16:24:00+00
1027,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/05/03 04:00:00+00,Morning,2016/05/05 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,37,1,0,2017/12/01 21:29:00+00
1028,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/10/18 04:00:00+00,Morning,2016/10/20 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,10,0,0,2017/12/12 20:39:00+00
1029,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/08/09 04:00:00+00,Morning,2016/08/11 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/12/08 17:34:00+00
1030,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/06/14 04:00:00+00,Morning,2016/06/16 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,41,16,0,2017/12/05 18:20:00+00
1031,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/10/25 04:00:00+00,Morning,2016/10/27 04:00:00+00,Morning,Aedes,aegypti,Adult,No,No,No,2,1,0,2017/12/12 21:34:00+00
1032,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/06/21 04:00:00+00,Morning,2016/06/23 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,9,0,0,2017/12/05 20:03:00+00
1033,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/10/18 04:00:00+00,Morning,2016/10/20 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,45,15,0,2017/12/12 20:38:00+00
1034,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/09/13 04:00:00+00,Morning,2016/09/15 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,10,0,2017/12/11 21:35:00+00
1035,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/10/25 04:00:00+00,Morning,2016/10/27 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,3,0,2017/12/12 21:35:00+00
1036,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/05/10 04:00:00+00,Morning,2016/05/12 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,8,1,0,2017/12/04 18:52:00+00
1037,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/07/19 04:00:00+00,Morning,2016/07/21 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,11,2,0,2017/12/07 15:56:00+00
1038,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/05/31 04:00:00+00,Morning,2016/06/02 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,22,0,0,2017/12/05 15:02:00+00
1039,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/07/26 04:00:00+00,Morning,2016/07/28 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,6,0,0,2017/12/07 19:41:00+00
1040,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/07/26 04:00:00+00,Morning,2016/07/28 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,56,61,0,2017/12/07 19:40:00+00
1041,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/08/02 04:00:00+00,Morning,2016/08/04 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,13,2,0,2017/12/07 21:52:00+00
1042,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/05/24 04:00:00+00,Morning,2016/05/26 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,28,1,0,2017/12/04 22:45:00+00
1043,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/07/12 04:00:00+00,Morning,2016/07/14 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,29,0,0,2017/12/06 18:12:00+00
1044,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/10/18 04:00:00+00,Morning,2016/10/20 04:00:00+00,Morning,Aedes,aegypti,Adult,No,No,No,6,0,0,2017/12/12 20:38:00+00
1045,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/04/19 04:00:00+00,Morning,2016/04/21 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,0,1,2017/09/28 22:31:00+00
1046,Gravid Trap,Hay or grass infusion,5B,38.913193,-76.990328,1201 New York Ave. NE,Washington,DC,District of Columbia,Animal Shelter,2016/08/02 04:00:00+00,Morning,2016/08/04 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,5,0,0,2017/12/07 21:51:00+00
1047,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/05/30 04:00:00+00,Morning,2016/06/01 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,2,0,2017/12/04 23:37:00+00
1048,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/08/29 04:00:00+00,Morning,2016/08/31 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,14,0,2017/12/11 16:54:00+00
1049,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl. NW,Washington,DC,District of Columbia,Business,2016/05/02 04:00:00+00,Morning,2016/05/04 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,1,0,2017/12/01 20:48:00+00
1050,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/05/23 04:00:00+00,Morning,2016/05/25 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,2,0,2017/12/04 22:11:00+00
1051,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/06/20 04:00:00+00,Morning,2016/06/22 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,3,0,2017/12/05 19:23:00+00
1052,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/08/01 04:00:00+00,Morning,2016/08/03 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,3,1,0,2017/12/07 21:11:00+00
1053,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/06/13 04:00:00+00,Morning,2016/06/15 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,3,0,2017/12/05 17:46:00+00
1054,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/09/06 04:00:00+00,Morning,2016/09/08 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,1,0,2017/12/11 17:58:00+00
1055,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/07/25 04:00:00+00,Morning,2016/07/27 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/07 18:44:00+00
1056,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Place NW,Washington,DC,District of Columbia,Business,2016/04/25 04:00:00+00,Afternoon,2016/04/27 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,4,0,0,2017/12/01 19:04:00+00
1057,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/09/26 04:00:00+00,Morning,2016/09/28 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,5,1,0,2017/12/12 15:44:00+00
1058,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/07/05 04:00:00+00,Morning,2016/07/07 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,10,1,0,2017/12/06 15:44:00+00
1059,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/06/27 04:00:00+00,Morning,2016/06/29 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,12,2,0,2017/12/05 21:33:00+00
1060,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/05/16 04:00:00+00,Morning,2016/05/18 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/04 19:56:00+00
1061,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/08/15 04:00:00+00,Morning,2016/08/17 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,9,0,0,2017/12/08 18:26:00+00
1062,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/07/05 04:00:00+00,Morning,2016/07/07 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,5,0,0,2017/12/06 15:43:00+00
1063,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/05/16 04:00:00+00,Morning,2016/05/18 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,1,0,2017/12/04 19:57:00+00
1064,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl. NW,Washington,DC,District of Columbia,Business,2016/05/02 04:00:00+00,Morning,2016/05/04 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,8,0,0,2017/12/01 20:47:00+00
1065,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/06/06 04:00:00+00,Morning,2016/06/08 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,14,2,0,2017/12/05 15:54:00+00
1066,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/09/06 04:00:00+00,Morning,2016/09/08 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/11 17:59:00+00
1067,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/06/06 04:00:00+00,Morning,2016/06/08 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,3,0,2017/12/05 15:53:00+00
1068,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/05/23 04:00:00+00,Morning,2016/05/25 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,1,0,2017/12/04 22:12:00+00
1069,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/07/25 04:00:00+00,Morning,2016/07/27 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,1,0,2017/12/07 18:43:00+00
1070,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,AVMA Office,2016/04/18 04:00:00+00,Morning,2016/04/20 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,0,0,2017/09/28 22:31:00+00
1071,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/10/17 04:00:00+00,Morning,2016/10/19 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,8,4,0,2017/12/12 19:19:00+00
1072,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/05/09 04:00:00+00,Afternoon,2016/05/11 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/04 18:28:00+00
1073,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/06/13 04:00:00+00,Morning,2016/06/15 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,36,9,0,2017/12/05 17:47:00+00
1074,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/06/20 04:00:00+00,Morning,2016/06/22 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,22,9,0,2017/12/05 19:24:00+00
1075,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/07/11 04:00:00+00,Morning,2016/07/13 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,1,0,2017/12/06 17:30:00+00
1076,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/05/09 04:00:00+00,Afternoon,2016/05/11 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/04 18:29:00+00
1077,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/05/30 04:00:00+00,Morning,2016/06/01 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,27,2,0,2017/12/04 23:38:00+00
1078,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/09/12 04:00:00+00,Morning,2016/09/14 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,5,8,0,2017/12/11 21:04:00+00
1079,Gravid Trap,Hay or grass infusion,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/09/26 04:00:00+00,Morning,2016/09/28 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,4,1,0,2017/12/12 15:45:00+00
1080,ABC Trap,CO2 with light,2B,38.907725,-77.044069,1910 Sunderland Pl NW,Washington,DC,District of Columbia,Business,2016/07/18 04:00:00+00,Morning,2016/07/20 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/12/07 15:21:00+00
1081,Gravid Trap,Hay or grass infusion,2C,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2016/06/20 04:00:00+00,Afternoon,2016/06/22 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,67,8,0,2017/12/05 19:27:00+00
1082,ABC Trap,CO2 with light,2A,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2017/07/26 04:00:00+00,Afternoon,2017/07/27 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/09/21 21:44:00+00
1083,Gravid Trap,Lure and grass infusion,2A,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2017/08/02 04:00:00+00,Afternoon,2017/08/03 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,4,0,0,2017/09/25 21:44:00+00
1084,Gravid Trap,Hay or grass infusion,2C,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2016/05/16 04:00:00+00,Afternoon,2016/05/18 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,17,0,0,2017/12/04 20:00:00+00
1085,ABC Trap,CO2 with light,2A,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2017/06/07 04:00:00+00,Afternoon,2017/06/08 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,2,0,0,2017/09/18 22:47:00+00
1086,Gravid Trap,Hay or grass infusion,2C,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2016/08/08 04:00:00+00,Afternoon,2016/08/10 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/08 16:41:00+00
1087,ABC Trap,CO2 with light,2A,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2017/06/21 04:00:00+00,Afternoon,2017/06/22 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/09/19 19:09:00+00
1088,Gravid Trap,Lure and grass infusion,2A,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2017/08/16 04:00:00+00,Afternoon,2017/08/17 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,8,0,0,2017/09/26 15:54:00+00
1089,ABC Trap,CO2 with light,2A,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2017/08/16 04:00:00+00,Afternoon,2017/08/17 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/09/26 15:55:00+00
1090,ABC Trap,CO2 with light,2A,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2017/08/09 04:00:00+00,Afternoon,2017/08/10 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,3,0,0,2017/09/26 13:25:00+00
1091,Gravid Trap,Hay or grass infusion,2C,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2016/09/12 04:00:00+00,Afternoon,2016/09/14 04:00:00+00,Afternoon,Aedes,sp.,Adult,No,No,No,4,0,0,2017/12/11 21:07:00+00
1092,Gravid Trap,Hay or grass infusion,2C,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2016/08/22 04:00:00+00,Afternoon,2016/08/24 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,10,0,0,2017/12/08 19:58:00+00
1093,Gravid Trap,Hay or grass infusion,2C,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2016/05/23 04:00:00+00,Afternoon,2016/05/25 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,32,2,0,2017/12/04 22:15:00+00
1094,Gravid Trap,Hay or grass infusion,2C,38.907205,-77.053968,2425 N St. NW,Washington,DC,District of Columbia,School,2016/05/02 04:00:00+00,Morning,2016/05/04 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,14,4,0,2017/12/01 20:52:00+00
